item,ident,depicts,typeLabel,depictsLabel,coords,itemLabel
http://www.wikidata.org/entity/Q21665285,003361197,http://www.wikidata.org/entity/Q177826,religious group,clergy,,"Wedi marw yn llefaru eto (multi-portrait, 9) (1867)"
http://www.wikidata.org/entity/Q21665285,003361197,http://www.wikidata.org/entity/Q177826,estate of the realm,clergy,,"Wedi marw yn llefaru eto (multi-portrait, 9) (1867)"
http://www.wikidata.org/entity/Q21665290,003363261,http://www.wikidata.org/entity/Q38984,dog type,terrier,,Welsh terrier (Davies)
http://www.wikidata.org/entity/Q21665291,003363058,http://www.wikidata.org/entity/Q177826,social class,clergy,,Welsh Wesleyan Ministers multiportrait
http://www.wikidata.org/entity/Q21665291,003363058,http://www.wikidata.org/entity/Q177826,estates of the realm,clergy,,Welsh Wesleyan Ministers multiportrait
http://www.wikidata.org/entity/Q21665291,003363058,http://www.wikidata.org/entity/Q177826,social group,clergy,,Welsh Wesleyan Ministers multiportrait
http://www.wikidata.org/entity/Q21665291,003363058,http://www.wikidata.org/entity/Q177826,group of humans,clergy,,Welsh Wesleyan Ministers multiportrait
http://www.wikidata.org/entity/Q21665291,003363058,http://www.wikidata.org/entity/Q177826,religious group,clergy,,Welsh Wesleyan Ministers multiportrait
http://www.wikidata.org/entity/Q21665291,003363058,http://www.wikidata.org/entity/Q177826,estate of the realm,clergy,,Welsh Wesleyan Ministers multiportrait
http://www.wikidata.org/entity/Q21665288,003363780,http://www.wikidata.org/entity/Q1974260,town,Nefyn,Point(-4.524988888 52.935030555),"Well street, Nefyn"
http://www.wikidata.org/entity/Q21665288,003363780,http://www.wikidata.org/entity/Q1974260,community,Nefyn,Point(-4.524988888 52.935030555),"Well street, Nefyn"
http://www.wikidata.org/entity/Q21665294,003362621,http://www.wikidata.org/entity/Q467,,woman,,Welsh women peasants (print)
http://www.wikidata.org/entity/Q21665295,003361286,http://www.wikidata.org/entity/Q108325,type of building,chapel,,"Weselyan Chapel, Tre'r-ddol"
http://www.wikidata.org/entity/Q21665298,003363434,http://www.wikidata.org/entity/Q108325,type of building,chapel,,"Wesleyan chapel, Llanrhaeadr-ym-Mochnant"
http://www.wikidata.org/entity/Q21665299,003361321,http://www.wikidata.org/entity/Q108325,type of building,chapel,,"Wesleyan Chapel, Prestatyn"
http://www.wikidata.org/entity/Q21665297,003361709,http://www.wikidata.org/entity/Q108325,type of building,chapel,,"Wesleyan chapel, Llanfair Caereinion"
http://www.wikidata.org/entity/Q21665302,003362732,http://www.wikidata.org/entity/Q8441,,man,,When shall we three meet again?
http://www.wikidata.org/entity/Q21665303,003361938,http://www.wikidata.org/entity/Q27686,,hotel,,"White Lion Hotel, Cricieth"
http://www.wikidata.org/entity/Q21665306,003363772,http://www.wikidata.org/entity/Q8436,type of social group,family,,"Whittaker family, Porthaethwy"
http://www.wikidata.org/entity/Q21665304,003363146,http://www.wikidata.org/entity/Q27686,,hotel,,"White Lion Hotel, Cricieth"
http://www.wikidata.org/entity/Q21665305,003361589,http://www.wikidata.org/entity/Q3914,geographical feature,school,,Whitland County School
http://www.wikidata.org/entity/Q21665305,003361589,http://www.wikidata.org/entity/Q3914,ambiguous Wikidata item,school,,Whitland County School
http://www.wikidata.org/entity/Q21665305,003361589,http://www.wikidata.org/entity/Q1996667,town,Whitland,Point(-4.611 51.818),Whitland County School
http://www.wikidata.org/entity/Q21665305,003361589,http://www.wikidata.org/entity/Q1996667,post town,Whitland,Point(-4.611 51.818),Whitland County School
http://www.wikidata.org/entity/Q21665305,003361589,http://www.wikidata.org/entity/Q1996667,community,Whitland,Point(-4.611 51.818),Whitland County School
http://www.wikidata.org/entity/Q21665310,003363324,http://www.wikidata.org/entity/Q8441,,man,,"Wil y Felin, Llanboidy"
http://www.wikidata.org/entity/Q21665310,003363324,http://www.wikidata.org/entity/Q2191986,population group,elderly people,,"Wil y Felin, Llanboidy"
http://www.wikidata.org/entity/Q21665310,003363324,http://www.wikidata.org/entity/Q2191986,cohort,elderly people,,"Wil y Felin, Llanboidy"
http://www.wikidata.org/entity/Q21665310,003363324,http://www.wikidata.org/entity/Q2191986,demographic profile,elderly people,,"Wil y Felin, Llanboidy"
http://www.wikidata.org/entity/Q21665308,003364141,http://www.wikidata.org/entity/Q8441,,man,,Wil Pant-y-mwda (or Gwilym Ddu o Fon)
http://www.wikidata.org/entity/Q21665315,003364230,http://www.wikidata.org/entity/Q8441,,man,,"William Jones (Ffestinfab, fl 1872-1915)"
http://www.wikidata.org/entity/Q21665312,003362500,http://www.wikidata.org/entity/Q288514,form of event,fair,,Ffair Llanfyllin
http://www.wikidata.org/entity/Q21665312,003362500,http://www.wikidata.org/entity/Q2588223,town,Llanfyllin,Point(-3.2725 52.766388888),Ffair Llanfyllin
http://www.wikidata.org/entity/Q21665312,003362500,http://www.wikidata.org/entity/Q2588223,post town,Llanfyllin,Point(-3.2725 52.766388888),Ffair Llanfyllin
http://www.wikidata.org/entity/Q21665312,003362500,http://www.wikidata.org/entity/Q2588223,community,Llanfyllin,Point(-3.2725 52.766388888),Ffair Llanfyllin
http://www.wikidata.org/entity/Q21665312,003362500,http://www.wikidata.org/entity/Q2588223,market town,Llanfyllin,Point(-3.2725 52.766388888),Ffair Llanfyllin
http://www.wikidata.org/entity/Q21665318,003363792,http://www.wikidata.org/entity/Q2259532,religious occupation,cleric,,William Morgan (?) vicar of Llandderfel
http://www.wikidata.org/entity/Q21665319,003364179,http://www.wikidata.org/entity/Q8441,,man,,"William P Jones, Post Office, Penmachno"
http://www.wikidata.org/entity/Q21665316,003362191,http://www.wikidata.org/entity/Q8441,,man,,"William Mark, Abergele (copy)"
http://www.wikidata.org/entity/Q21665317,003363791,http://www.wikidata.org/entity/Q2259532,religious occupation,cleric,,"William Morgan(?), vicar of Llandderfel"
http://www.wikidata.org/entity/Q21665320,003362969,http://www.wikidata.org/entity/Q8441,,man,,"Harri Bach, Bodedern"
http://www.wikidata.org/entity/Q21665320,003362969,http://www.wikidata.org/entity/Q3399236,village,Bodedern,Point(-4.50396298 53.2904),"Harri Bach, Bodedern"
http://www.wikidata.org/entity/Q21665320,003362969,http://www.wikidata.org/entity/Q3399236,community,Bodedern,Point(-4.50396298 53.2904),"Harri Bach, Bodedern"
http://www.wikidata.org/entity/Q21665247,003361771,http://www.wikidata.org/entity/Q7259867,village,Pumsaint,Point(-3.961 52.047),"Post Office, Pumsaint"
http://www.wikidata.org/entity/Q21665245,003361733,http://www.wikidata.org/entity/Q29489543,post office,The Post Office,Point(-3.7963804 51.99433),"Post Office, Llanymddyfri"
http://www.wikidata.org/entity/Q21665248,003361285,http://www.wikidata.org/entity/Q16334295,,group of humans,,"Rehoboth Sunday School (MC), Tre Taliesin"
http://www.wikidata.org/entity/Q21665249,003364574,http://www.wikidata.org/entity/Q5064823,village,Cerrigydrudion,Point(-3.562 53.026),Unidentified village
http://www.wikidata.org/entity/Q21665249,003364574,http://www.wikidata.org/entity/Q5064823,community,Cerrigydrudion,Point(-3.562 53.026),Unidentified village
http://www.wikidata.org/entity/Q21665255,003362316,http://www.wikidata.org/entity/Q4989906,,monument,,"Unveiling the Henry Richard monument, Tregaron"
http://www.wikidata.org/entity/Q21665255,003362316,http://www.wikidata.org/entity/Q13430821,,crowd,,"Unveiling the Henry Richard monument, Tregaron"
http://www.wikidata.org/entity/Q21665252,003362561,http://www.wikidata.org/entity/Q3404290,human,Michael D. Jones,,Revd Michael D Jones (1822-1898)
http://www.wikidata.org/entity/Q21665263,003363031,http://www.wikidata.org/entity/Q17739747,house,Vaynol Hall,Point(-4.19182 53.2018),"Vaynol Hall garden, Pentir (Caern)"
http://www.wikidata.org/entity/Q21665266,003362735,http://www.wikidata.org/entity/Q15618890,profession,ventriloquist,,Ventriloquist and his dolls
http://www.wikidata.org/entity/Q21665266,003362735,http://www.wikidata.org/entity/Q15618890,circus profession,ventriloquist,,Ventriloquist and his dolls
http://www.wikidata.org/entity/Q21665267,003363436,http://www.wikidata.org/entity/Q21667941,photograph,"An old man, Llanrhaeadr-ym-Mochnant",,"Vicarage bridge, Llanrhaeadr-ym-Mochnant"
http://www.wikidata.org/entity/Q21665265,003363030,http://www.wikidata.org/entity/Q17739747,house,Vaynol Hall,Point(-4.19182 53.2018),"Vaynol Hall, Pentir (Caern)"
http://www.wikidata.org/entity/Q21665270,003361677,http://www.wikidata.org/entity/Q6661173,village,Llanddulas,Point(-3.63333 53.2833),"W Evans' boat, Llanddulas (Dinb)"
http://www.wikidata.org/entity/Q21665271,003361400,http://www.wikidata.org/entity/Q3537778,organisms known by a particular common name,donkey,,"W Hughes, Ffestiniog carrier"
http://www.wikidata.org/entity/Q21665271,003361400,http://www.wikidata.org/entity/Q3757704,community,Ffestiniog,Point(-3.93 52.99),"W Hughes, Ffestiniog carrier"
http://www.wikidata.org/entity/Q21665268,003363137,http://www.wikidata.org/entity/Q16334295,,group of humans,,"Volunteers camp, Trawsfynydd (1890)"
http://www.wikidata.org/entity/Q21665269,003362682,http://www.wikidata.org/entity/Q21762412,human,William Eliezer Prytherch,,W E Prytherch
http://www.wikidata.org/entity/Q21665282,003363755,http://www.wikidata.org/entity/Q20735679,human,William Thelwall Thomas,,W. Thelwall Thomas and friends
http://www.wikidata.org/entity/Q21665283,003362348,http://www.wikidata.org/entity/Q116770646,hamlet,Waen,Point(-3.501694807 53.15038719),Waun Nantglyn
http://www.wikidata.org/entity/Q21665280,003363867,http://www.wikidata.org/entity/Q4989906,,monument,,"Monument to John Jones (Talhaiarn, 1810-1869), Llanfair Talhaearn"
http://www.wikidata.org/entity/Q21665280,003363867,http://www.wikidata.org/entity/Q112096155,grave,grave of John Jones (Talhaiarn),Point(-3.607 53.216),"Monument to John Jones (Talhaiarn, 1810-1869), Llanfair Talhaearn"
http://www.wikidata.org/entity/Q21665289,003363953,http://www.wikidata.org/entity/Q15809150,locomotive class,Festiniog Railway 5 and 6,,"Welsh Pony locomotive engine, Ffestiniog railway"
http://www.wikidata.org/entity/Q21665296,003361708,http://www.wikidata.org/entity/Q16334295,,group of humans,,"Wesleyan Bible class, Llanfair Caereinion"
http://www.wikidata.org/entity/Q21665300,003361311,http://www.wikidata.org/entity/Q16334295,,group of humans,,"Wesleyan quarterly meeting, Ffynnongroyw"
http://www.wikidata.org/entity/Q21665310,003363324,http://www.wikidata.org/entity/Q6661117,village,Llanboidy,Point(-4.5925 51.8792),"Wil y Felin, Llanboidy"
http://www.wikidata.org/entity/Q21665310,003363324,http://www.wikidata.org/entity/Q6661117,community,Llanboidy,Point(-4.5925 51.8792),"Wil y Felin, Llanboidy"
http://www.wikidata.org/entity/Q21665311,003364073,http://www.wikidata.org/entity/Q20734579,human,William Cadwaladr Davies,,William Cadwaladr Davies (1849-1905)
http://www.wikidata.org/entity/Q21665314,003362448,http://www.wikidata.org/entity/Q20734667,human,William Jones,,"William Jones (Bleddyn, 1829?-1903) (1876)"
http://www.wikidata.org/entity/Q21665317,003363791,http://www.wikidata.org/entity/Q56181404,human,William Morgan,,"William Morgan(?), vicar of Llandderfel"
http://www.wikidata.org/entity/Q21665322,003363734,http://www.wikidata.org/entity/Q20735679,human,William Thelwall Thomas,,William Thelwall Thomas (1865-1927)
http://www.wikidata.org/entity/Q21665320,003362969,http://www.wikidata.org/entity/Q3537778,organisms known by a particular common name,donkey,,"Harri Bach, Bodedern"
http://www.wikidata.org/entity/Q21665321,003363736,http://www.wikidata.org/entity/Q20735679,human,William Thelwall Thomas,,William Thelwall Thomas (1865-1927) and a woman
http://www.wikidata.org/entity/Q21665325,003363746,http://www.wikidata.org/entity/Q20735679,human,William Thelwall Thomas,,William Thelwall Thomas (1865-1927)
http://www.wikidata.org/entity/Q21665330,003363750,http://www.wikidata.org/entity/Q20735679,human,William Thelwall Thomas,,William Thelwall Thomas (1865-1927) when a child
http://www.wikidata.org/entity/Q21665331,003363738,http://www.wikidata.org/entity/Q20735679,human,William Thelwall Thomas,,William Thelwall Thomas (1865-1927) when a young man
http://www.wikidata.org/entity/Q21665334,003363740,http://www.wikidata.org/entity/Q20735679,human,William Thelwall Thomas,,William Thelwall Thomas (1865 - 1927) when a young man
http://www.wikidata.org/entity/Q21665336,003363744,http://www.wikidata.org/entity/Q20735679,human,William Thelwall Thomas,,William Thelwall Thomas (1865-1927) when a young man
http://www.wikidata.org/entity/Q21651513,003365390,http://www.wikidata.org/entity/Q18535878,human,John Phillips,,"Er cof am y Diweddar Barch J Phillips, Bangor"
http://www.wikidata.org/entity/Q21651513,003365390,http://www.wikidata.org/entity/Q21670379,photograph,"Revd. John Phillips, Bangor (1810-67)",,"Er cof am y Diweddar Barch J Phillips, Bangor"
http://www.wikidata.org/entity/Q21651635,003364243,http://www.wikidata.org/entity/Q7793237,human,Thomas Powel,,portrait of Professor Thomas Powel
http://www.wikidata.org/entity/Q21651635,003364243,http://www.wikidata.org/entity/Q20826540,occupation,scholar,,portrait of Professor Thomas Powel
http://www.wikidata.org/entity/Q21651642,003362405,http://www.wikidata.org/entity/Q16737330,human,Robert Thomas,,"Revd Robert Thomas (Ap Vychan, 1809-80)"
http://www.wikidata.org/entity/Q21654757,003364686,http://www.wikidata.org/entity/Q11338576,profession,boxer,,A boxer
http://www.wikidata.org/entity/Q21655998,003364724,http://www.wikidata.org/entity/Q11338576,profession,boxer,,A boxer
http://www.wikidata.org/entity/Q21660884,003362268,http://www.wikidata.org/entity/Q3406313,village,Llansannan,Point(-3.595 53.176),"Chwibren Isaf, Llansannan, old home of Henry & William Rees"
http://www.wikidata.org/entity/Q21660884,003362268,http://www.wikidata.org/entity/Q3406313,community,Llansannan,Point(-3.595 53.176),"Chwibren Isaf, Llansannan, old home of Henry & William Rees"
http://www.wikidata.org/entity/Q21660898,003362339,http://www.wikidata.org/entity/Q5181641,hill,Craig yr Aderyn,Point(-4.0055 52.6419),"Craig yr aderyn, Tywyn"
http://www.wikidata.org/entity/Q21660898,003362339,http://www.wikidata.org/entity/Q5181641,summit,Craig yr Aderyn,Point(-4.0055 52.6419),"Craig yr aderyn, Tywyn"
http://www.wikidata.org/entity/Q21660898,003362339,http://www.wikidata.org/entity/Q5181641,contour fort,Craig yr Aderyn,Point(-4.0055 52.6419),"Craig yr aderyn, Tywyn"
http://www.wikidata.org/entity/Q21660909,003364186,http://www.wikidata.org/entity/Q19635477,human,Edward Davies,,"Edward Davies (Iolo Trefaldwyn, 1819-87)"
http://www.wikidata.org/entity/Q21660915,003361668,http://www.wikidata.org/entity/Q3757704,community,Ffestiniog,Point(-3.93 52.99),Ffestiniog
http://www.wikidata.org/entity/Q21660913,003361898,http://www.wikidata.org/entity/Q6661275,hamlet,Llandysilio,Point(-3.08639 52.7661),"Felin Ficer, Llandysilio"
http://www.wikidata.org/entity/Q21660913,003361898,http://www.wikidata.org/entity/Q6661275,community,Llandysilio,Point(-3.08639 52.7661),"Felin Ficer, Llandysilio"
http://www.wikidata.org/entity/Q21660919,003363142,http://www.wikidata.org/entity/Q3406382,village,Glyndyfrdwy,Point(-3.2679 52.9754),Glyndyfrdwy
http://www.wikidata.org/entity/Q21660926,003362697,http://www.wikidata.org/entity/Q22338637,human,Lord Henry Vane-Tempest,,"Henry Vane Tempest (1854-1905), son of Marquis of Londonderry"
http://www.wikidata.org/entity/Q21660929,003365355,http://www.wikidata.org/entity/Q11060274,form of art,print,,"J Hughes, Mansfield St"
http://www.wikidata.org/entity/Q21660943,003363553,http://www.wikidata.org/entity/Q3403507,village,Llanbrynmair,Point(-3.62745 52.6121),Llanbryn-mair
http://www.wikidata.org/entity/Q21660943,003363553,http://www.wikidata.org/entity/Q3403507,community,Llanbrynmair,Point(-3.62745 52.6121),Llanbryn-mair
http://www.wikidata.org/entity/Q21660941,003363552,http://www.wikidata.org/entity/Q3403507,village,Llanbrynmair,Point(-3.62745 52.6121),Llanbryn-mair
http://www.wikidata.org/entity/Q21660941,003363552,http://www.wikidata.org/entity/Q3403507,community,Llanbrynmair,Point(-3.62745 52.6121),Llanbryn-mair
http://www.wikidata.org/entity/Q21660947,003363866,http://www.wikidata.org/entity/Q3404936,village,Llanfair Talhaiarn,Point(-3.612 53.221),Llanfair Talhaearn
http://www.wikidata.org/entity/Q21660947,003363866,http://www.wikidata.org/entity/Q3404936,community,Llanfair Talhaiarn,Point(-3.612 53.221),Llanfair Talhaearn
http://www.wikidata.org/entity/Q21660950,003361753,http://www.wikidata.org/entity/Q3406313,village,Llansannan,Point(-3.595 53.176),Llansannan children on Club day
http://www.wikidata.org/entity/Q21660950,003361753,http://www.wikidata.org/entity/Q3406313,community,Llansannan,Point(-3.595 53.176),Llansannan children on Club day
http://www.wikidata.org/entity/Q21660948,003363432,http://www.wikidata.org/entity/Q21667941,photograph,"An old man, Llanrhaeadr-ym-Mochnant",,Llanrhaeadr-ym-Mochnant
http://www.wikidata.org/entity/Q21660967,003361790,http://www.wikidata.org/entity/Q7412490,human,Samuel Roberts,,"Revd Samuel Roberts (SR, 1800-85)"
http://www.wikidata.org/entity/Q21660971,003361561,http://www.wikidata.org/entity/Q3876885,village,Minsterley,Point(-2.925 52.638888888),Minsterley (Salop) fair
http://www.wikidata.org/entity/Q21660971,003361561,http://www.wikidata.org/entity/Q3876885,civil parish,Minsterley,Point(-2.925 52.638888888),Minsterley (Salop) fair
http://www.wikidata.org/entity/Q21660995,003361495,http://www.wikidata.org/entity/Q7163099,village,Penmachno,Point(-3.8 53.0333),Penmachno
http://www.wikidata.org/entity/Q21665220,003365046,http://www.wikidata.org/entity/Q17744038,house,Mabws Hall,Point(-4.1052 52.2963),A large house
http://www.wikidata.org/entity/Q22674704,003361890,http://www.wikidata.org/entity/Q288514,form of event,fair,,Llanbydder fair (November 1891)
http://www.wikidata.org/entity/Q22674704,003361890,http://www.wikidata.org/entity/Q2044159,community,Llanybydder,Point(-4.15645 52.0728),Llanbydder fair (November 1891)
http://www.wikidata.org/entity/Q22674704,003361890,http://www.wikidata.org/entity/Q2044159,market town,Llanybydder,Point(-4.15645 52.0728),Llanbydder fair (November 1891)
http://www.wikidata.org/entity/Q22674715,003361545,http://www.wikidata.org/entity/Q772694,village,Llandrillo,Point(-3.438 52.923),Llandrillo-yn-Edeirnion
http://www.wikidata.org/entity/Q22674715,003361545,http://www.wikidata.org/entity/Q772694,community,Llandrillo,Point(-3.438 52.923),Llandrillo-yn-Edeirnion
http://www.wikidata.org/entity/Q22674721,003363340,http://www.wikidata.org/entity/Q3914,geographical feature,school,,Llandysul county school (Cer)
http://www.wikidata.org/entity/Q22674721,003363340,http://www.wikidata.org/entity/Q3914,ambiguous Wikidata item,school,,Llandysul county school (Cer)
http://www.wikidata.org/entity/Q22674725,003362801,http://www.wikidata.org/entity/Q3031,,girl,,Llanegryn schoolgirls
http://www.wikidata.org/entity/Q22674732,003362374,http://www.wikidata.org/entity/Q4022,type of watercourse,river,,Llanfair (Meir)
http://www.wikidata.org/entity/Q22674732,003362374,http://www.wikidata.org/entity/Q4022,ecosystem type,river,,Llanfair (Meir)
http://www.wikidata.org/entity/Q22674732,003362374,http://www.wikidata.org/entity/Q12280,bridge by type,bridge,,Llanfair (Meir)
http://www.wikidata.org/entity/Q22674740,003361706,http://www.wikidata.org/entity/Q2666382,town,Llanfair Caereinion,Point(-3.32434 52.6488),Llanfair Caereinion intermediate school
http://www.wikidata.org/entity/Q22674751,003362498,http://www.wikidata.org/entity/Q2588223,town,Llanfyllin,Point(-3.2725 52.766388888),Llanfyllin
http://www.wikidata.org/entity/Q22674751,003362498,http://www.wikidata.org/entity/Q2588223,post town,Llanfyllin,Point(-3.2725 52.766388888),Llanfyllin
http://www.wikidata.org/entity/Q22674751,003362498,http://www.wikidata.org/entity/Q2588223,community,Llanfyllin,Point(-3.2725 52.766388888),Llanfyllin
http://www.wikidata.org/entity/Q22674751,003362498,http://www.wikidata.org/entity/Q2588223,market town,Llanfyllin,Point(-3.2725 52.766388888),Llanfyllin
http://www.wikidata.org/entity/Q22674749,003361279,http://www.wikidata.org/entity/Q55488,type of station,railway station,,Llanfihangel Genau'r-glyn (Llandre) station
http://www.wikidata.org/entity/Q22674749,003361279,http://www.wikidata.org/entity/Q55488,type of organization,railway station,,Llanfihangel Genau'r-glyn (Llandre) station
http://www.wikidata.org/entity/Q22674754,003363389,http://www.wikidata.org/entity/Q781725,village,Llangernyw,Point(-3.685 53.193),Llangernyw (1881)
http://www.wikidata.org/entity/Q22674754,003363389,http://www.wikidata.org/entity/Q781725,human settlement,Llangernyw,Point(-3.685 53.193),Llangernyw (1881)
http://www.wikidata.org/entity/Q22674754,003363389,http://www.wikidata.org/entity/Q781725,community,Llangernyw,Point(-3.685 53.193),Llangernyw (1881)
http://www.wikidata.org/entity/Q22674753,003361869,http://www.wikidata.org/entity/Q212198,,pub,,"Llangadog, showing the White Horse"
http://www.wikidata.org/entity/Q22674758,003361519,http://www.wikidata.org/entity/Q1002793,town,Llangollen,Point(-3.17 52.97),Llangollen
http://www.wikidata.org/entity/Q22674758,003361519,http://www.wikidata.org/entity/Q1002793,community,Llangollen,Point(-3.17 52.97),Llangollen
http://www.wikidata.org/entity/Q22674759,003361524,http://www.wikidata.org/entity/Q1002793,town,Llangollen,Point(-3.17 52.97),Llangollen
http://www.wikidata.org/entity/Q22674759,003361524,http://www.wikidata.org/entity/Q1002793,community,Llangollen,Point(-3.17 52.97),Llangollen
http://www.wikidata.org/entity/Q22674757,003363835,http://www.wikidata.org/entity/Q108325,type of building,chapel,,"Llangloffan chapel (Bapt), Granston"
http://www.wikidata.org/entity/Q22675963,003362244,http://www.wikidata.org/entity/Q12280,bridge by type,bridge,,Llanidloes bridge and church
http://www.wikidata.org/entity/Q22675963,003362244,http://www.wikidata.org/entity/Q16970,type of building,church building,,Llanidloes bridge and church
http://www.wikidata.org/entity/Q22675970,003362501,http://www.wikidata.org/entity/Q1026572,village,Llanrhaeadr-ym-Mochnant,Point(-3.3 52.83),Llanrhaeadr-ym-Mochnant horse fair
http://www.wikidata.org/entity/Q22675970,003362501,http://www.wikidata.org/entity/Q1026572,community,Llanrhaeadr-ym-Mochnant,Point(-3.3 52.83),Llanrhaeadr-ym-Mochnant horse fair
http://www.wikidata.org/entity/Q22675970,003362501,http://www.wikidata.org/entity/Q2472587,,people,,Llanrhaeadr-ym-Mochnant horse fair
http://www.wikidata.org/entity/Q22675972,003362505,http://www.wikidata.org/entity/Q1026572,village,Llanrhaeadr-ym-Mochnant,Point(-3.3 52.83),Llanrhaeadr-ym-Mochnant
http://www.wikidata.org/entity/Q22675972,003362505,http://www.wikidata.org/entity/Q1026572,community,Llanrhaeadr-ym-Mochnant,Point(-3.3 52.83),Llanrhaeadr-ym-Mochnant
http://www.wikidata.org/entity/Q22675973,003364642,http://www.wikidata.org/entity/Q1026572,village,Llanrhaeadr-ym-Mochnant,Point(-3.3 52.83),Llanrhaeadr-ym-Mochnant
http://www.wikidata.org/entity/Q22675973,003364642,http://www.wikidata.org/entity/Q1026572,community,Llanrhaeadr-ym-Mochnant,Point(-3.3 52.83),Llanrhaeadr-ym-Mochnant
http://www.wikidata.org/entity/Q22675994,003361889,http://www.wikidata.org/entity/Q2044159,community,Llanybydder,Point(-4.15645 52.0728),Llanybydder
http://www.wikidata.org/entity/Q22675994,003361889,http://www.wikidata.org/entity/Q2044159,market town,Llanybydder,Point(-4.15645 52.0728),Llanybydder
http://www.wikidata.org/entity/Q22675998,003363815,http://www.wikidata.org/entity/Q2637887,castle,Llawhaden Castle,Point(-4.7976165 51.822371),Llawhaden castle
http://www.wikidata.org/entity/Q22675997,003361892,http://www.wikidata.org/entity/Q2044159,community,Llanybydder,Point(-4.15645 52.0728),"Llanybydder, looking across the railway station"
http://www.wikidata.org/entity/Q22675997,003361892,http://www.wikidata.org/entity/Q2044159,market town,Llanybydder,Point(-4.15645 52.0728),"Llanybydder, looking across the railway station"
http://www.wikidata.org/entity/Q22676003,003363336,http://www.wikidata.org/entity/Q285412,village,Llithfaen,Point(-4.448888888 52.960555555),Llithfaen
http://www.wikidata.org/entity/Q22676001,003361427,http://www.wikidata.org/entity/Q3947,type of building,house,,"Llidiard-y-pant, Tal-y-bont"
http://www.wikidata.org/entity/Q22676006,003363914,http://www.wikidata.org/entity/Q8436,type of social group,family,,Lloyd family in front of their home
http://www.wikidata.org/entity/Q22676007,003361458,http://www.wikidata.org/entity/Q213441,,shop,,"Lloyd's Stores, Carno"
http://www.wikidata.org/entity/Q22676010,003361527,http://www.wikidata.org/entity/Q3947,type of building,house,,"Llwynderw, Cellan"
http://www.wikidata.org/entity/Q22676011,003363511,http://www.wikidata.org/entity/Q3947,type of building,house,,"Llwynhudol, near Pwllheli"
http://www.wikidata.org/entity/Q22676008,003361725,http://www.wikidata.org/entity/Q3947,type of building,house,,"Llwyn, Llanfyllin"
http://www.wikidata.org/entity/Q22676015,003361907,http://www.wikidata.org/entity/Q108325,type of building,chapel,,Llwynrhydowen old chapel (Unit)
http://www.wikidata.org/entity/Q22676013,003361906,http://www.wikidata.org/entity/Q108325,type of building,chapel,,"Llwynrhydowen new chapel (Unit), built 1879"
http://www.wikidata.org/entity/Q22676018,003361402,http://www.wikidata.org/entity/Q881062,town,Blaenau Ffestiniog,Point(-3.9375 52.994444444),"Llwyn-y-gell, Rhiw, Blaenau Ffestiniog"
http://www.wikidata.org/entity/Q22676019,003361261,http://www.wikidata.org/entity/Q1335466,lake,Llyn Tegid,Point(-3.633333333 52.883333333),Llyn Tegid and Y Bala
http://www.wikidata.org/entity/Q22676016,003363407,http://www.wikidata.org/entity/Q3947,type of building,house,,"Llwyn-y-ffynnon, Pwllheli"
http://www.wikidata.org/entity/Q22676021,003361258,http://www.wikidata.org/entity/Q1335466,lake,Llyn Tegid,Point(-3.633333333 52.883333333),Llyn Tegid
http://www.wikidata.org/entity/Q22676024,003361260,http://www.wikidata.org/entity/Q1335466,lake,Llyn Tegid,Point(-3.633333333 52.883333333),Llyn Tegid with the Mount of Olives
http://www.wikidata.org/entity/Q22676025,003362781,http://www.wikidata.org/entity/Q319536,village,Aberdyfi,Point(-4.0444 52.544380555),"Looking up Afon Dyfi from Penhelyg, Aberdyfi"
http://www.wikidata.org/entity/Q22676025,003362781,http://www.wikidata.org/entity/Q319536,community,Aberdyfi,Point(-4.0444 52.544380555),"Looking up Afon Dyfi from Penhelyg, Aberdyfi"
http://www.wikidata.org/entity/Q22676030,003364641,http://www.wikidata.org/entity/Q675460,town,Machynlleth,Point(-3.849 52.591),Machynlleth fair (1890)
http://www.wikidata.org/entity/Q22676030,003364641,http://www.wikidata.org/entity/Q675460,community,Machynlleth,Point(-3.849 52.591),Machynlleth fair (1890)
http://www.wikidata.org/entity/Q22676028,003366963,http://www.wikidata.org/entity/Q177826,social class,clergy,,M.C. Sir Fynwy
http://www.wikidata.org/entity/Q22676028,003366963,http://www.wikidata.org/entity/Q177826,estates of the realm,clergy,,M.C. Sir Fynwy
http://www.wikidata.org/entity/Q22676028,003366963,http://www.wikidata.org/entity/Q177826,social group,clergy,,M.C. Sir Fynwy
http://www.wikidata.org/entity/Q22676028,003366963,http://www.wikidata.org/entity/Q177826,group of humans,clergy,,M.C. Sir Fynwy
http://www.wikidata.org/entity/Q22676028,003366963,http://www.wikidata.org/entity/Q177826,religious group,clergy,,M.C. Sir Fynwy
http://www.wikidata.org/entity/Q22676028,003366963,http://www.wikidata.org/entity/Q177826,estate of the realm,clergy,,M.C. Sir Fynwy
http://www.wikidata.org/entity/Q22676034,003361957,http://www.wikidata.org/entity/Q675460,town,Machynlleth,Point(-3.849 52.591),Machynlleth fair
http://www.wikidata.org/entity/Q22676034,003361957,http://www.wikidata.org/entity/Q675460,community,Machynlleth,Point(-3.849 52.591),Machynlleth fair
